,FailureMode,τ/fc,θu,M/Vlw,lw/tw,"ρvwFy,vw/fc","ρhwFy,vw/fc","ρvcFy,vc/fc","ρhcFy,hc/fc",P/fcAg,Section,Ab/Ag,Vtest/Ag/sqrt(fc),V@M/Vn_GB,V@M/Vn_ACI,V@M/Vtest,Vn_GB/Vtest,Vn_ACI/Vtest,Vtest,Vn_ACI,Vn_GB,alpha_c,lamda,N,Vc,Vs,P,fc,ft,alpha1,beta1,lw,as',lw0,tw,h,Aw,A,Ag,"Fy,hw","Fy,vw","Fy,vc",ρvw,ρhw,V@moment,ForceEquilibrium,Moment,x_real,eps_cu,Ec,Es,DRein.1,DRein.2,DRein.3,DRein.4,Area1,Area2,Area3,Area4,Force1,Force2,Force3,Force4,Moment1,Moment2,Moment3,Moment4
0,1,0.29622914662016747,0.2631578947368421,0.208955223880597,0.1566080977845684,0.5510301454862404,0.44849179002079065,0.12010016682363997,0.096619996299266,0.0,R,0.0,0.5659265857908877,0.033777768462919064,0.03292447879161017,0.071343815786175,0.2523031359276936,0.2704158477488027,0.07861797822642291,0.16069251228979337,0.1487235774669911,1.0,0.0,0.0,0.06539816821770776,0.15201277561836918,0.0,0.22244235695986336,0.32392517769982626,0.923333333333332,0.9233333333333338,0.09322033898305086,0.11868544154697365,0.10045820813017375,0.2727272727272727,0.14000459031443654,0.09526932928082628,0.0931749629036328,0.06982193064667291,0.6451612903225806,0.5831265508684863,0.450191570881226,0.739115555718762,0.4201690497626036,0.051437428929276954,0.9999999983853483,0.024177653358868647,0.11868544154697365,0.0,0.0,0.0,0.2606284658040665,0.18802334432885054,0.0689160877715294,0.09210455402856374,0.03246044735406437,0.03326379301172097,0.05072605965463108,0.07711717982821416,0.9557281651322996,0.8569070587319135,0.5467341358794482,0.3786388195217859,0.024795889404963807,0.07541484269505432,0.3050771333525878,0.19099812882267275
1,1,0.39171884208171726,0.28585858585858587,0.208955223880597,0.1566080977845684,0.5376656083755667,0.437614190635958,0.11718728964321587,0.09427660086663457,0.22210376687988626,R,0.0,0.7508631979708498,0.04301476034308685,0.0435482399014101,0.06541591370081913,0.19217655508440126,0.19701264804625684,0.10424751986129292,0.16113086254041692,0.15530673445369955,1.0,0.0,0.08974766997875377,0.08698417839184895,0.14640537499051443,0.07750266204795729,0.23087959009393688,0.3338582559183724,0.879999999999999,0.8800000000000008,0.09322033898305086,0.1678935794353962,0.09317277705355734,0.2727272727272727,0.14000459031443654,0.09526932928082628,0.0931749629036328,0.06982193064667291,0.6451612903225806,0.5831265508684863,0.450191570881226,0.739115555718762,0.4201690497626036,0.06554022599748244,0.9999999983853483,0.03053026637160205,0.1678935794353962,0.0,0.0,0.0,0.2606284658040665,0.18802334432885054,0.0689160877715294,0.09210455402856374,0.03246044735406437,0.03326379301172097,0.05072605965463108,0.07711717982821416,0.9557281651322996,0.8475507768060953,0.5343633313362863,0.3540346291550565,0.024795889404963807,0.07894137169745119,0.3101499022282408,0.1969084894151994
2,1,0.5159418682834014,0.28660287081339714,0.208955223880597,0.1566080977845684,0.7098245470179895,0.5777369610366343,0.15471031342060027,0.12446368981407913,0.45257983253271317,R,0.0,0.8451984725483517,0.045308938517026345,0.04505868168037511,0.06971407046855581,0.18939747152799932,0.19729302528465675,0.10104382715693418,0.15647203138039067,0.14881572726667655,1.0,0.0,0.13307628421545298,0.08542831594120912,0.1389827736412573,0.11962367403054278,0.14650725875320242,0.2289371442932127,1.0,1.0,0.09322033898305086,0.23303113869425265,0.08352894132143823,0.2727272727272727,0.14000459031443654,0.09526932928082628,0.0931749629036328,0.06982193064667291,0.6451612903225806,0.5831265508684863,0.450191570881226,0.739115555718762,0.4201690497626036,0.06551099243241214,0.9999999983804252,0.030517098095480935,0.23303113869425265,0.0,0.0,0.0,0.2606284658040665,0.18802334432885054,0.0689160877715294,0.09210455402856374,0.03246044735406437,0.03326379301172097,0.05072605965463108,0.07711717982821416,0.9557281651322996,0.8408632791786341,0.5255211730208246,0.3364485339510353,0.024795889404963807,0.08146199415450046,0.31377571535460413,0.20113297973660496
3,1,0.38832603233898366,0.3733120680489102,0.208955223880597,0.1566080977845684,0.684533886197871,0.5571525087431675,0.14919806947449812,0.12002911654279366,0.0,R,0.0,0.6521457855498797,0.03403333568751081,0.032393423363278356,0.06343707416502524,0.2350385755028854,0.25762174447010466,0.08021982457860229,0.15704439770195217,0.1426255285231487,1.0,0.0,0.0,0.05656081106597356,0.14988169893705702,0.0,0.1562425277540564,0.24174763857078468,1.0,1.0,0.09322033898305086,0.13738685458029368,0.0976894007431004,0.2727272727272727,0.14000459031443654,0.09526932928082628,0.0931749629036328,0.06982193064667291,0.6451612903225806,0.5831265508684863,0.450191570881226,0.739115555718762,0.4201690497626036,0.04953355135861807,0.9999999983916599,0.023320050617261737,0.13738685458029368,0.0,0.0,0.0,0.2606284658040665,0.18802334432885054,0.0689160877715294,0.09210455402856374,0.03246044735406437,0.03326379301172097,0.05072605965463108,0.07711717982821416,0.9557281651322996,0.8526418361707722,0.5410946911667613,0.36742257479093754,0.024795889404963807,0.07702247179203955,0.3073896425765976,0.19369246868369833
4,1,0.46459195044007834,0.2557150451887294,0.208955223880597,0.1566080977845684,0.6655629701831495,0.5417117925655278,0.14506324999714482,0.11670267451389407,0.22114478887247235,R,0.0,0.7894733067810328,0.0411198072981603,0.040377144938494106,0.062034119356772346,0.19494223470491362,0.20643424352529105,0.09784013445257542,0.15749498685827468,0.14769276890172547,1.0,0.0,0.07218834324378022,0.07416025255453598,0.14491946976069114,0.06233909773422652,0.16403074295473957,0.25184879502143237,1.0,1.0,0.09322033898305086,0.18093324510063444,0.09124221049398501,0.2727272727272727,0.14000459031443654,0.09526932928082628,0.0931749629036328,0.06982193064667291,0.6451612903225806,0.5831265508684863,0.450191570881226,0.739115555718762,0.4201690497626036,0.05993898784966441,0.9999999983853483,0.028007185441403622,0.18093324510063444,0.0,0.0,0.0,0.2606284658040665,0.18802334432885054,0.0689160877715294,0.09210455402856374,0.03246044735406437,0.03326379301172097,0.05072605965463108,0.07711717982821416,0.9557281651322996,0.8458570178267495,0.5321238561427383,0.3495805555504353,0.024795889404963807,0.07957977594938492,0.3110682208404209,0.19797843647367133
5,1,0.4281377045303143,0.1712387028176502,0.208955223880597,0.1566080977845684,0.5574250794764095,0.45369672375410736,0.12149397920457196,0.09774131153678167,0.4605323754259923,R,0.0,0.8025577385751771,0.04903907563114334,0.05086829127519765,0.07787466086542137,0.1870675927185995,0.18591590018364829,0.10905305891783106,0.16048836007612105,0.15874713280347946,1.0,0.0,0.1694592092103182,0.10338459686163975,0.1401139807333624,0.15500532409591458,0.21854824935952183,0.31930323680727063,0.9433333333333351,0.9433333333333351,0.09322033898305086,0.2231041514388467,0.08499866532545758,0.2727272727272727,0.14000459031443654,0.09526932928082628,0.0931749629036328,0.06982193064667291,0.6451612903225806,0.5831265508684863,0.450191570881226,0.739115555718762,0.4201690497626036,0.07484868390794107,0.9999999983853483,0.03472326656613617,0.2231041514388467,0.0,0.0,0.0,0.2606284658040665,0.18802334432885054,0.0689160877715294,0.09210455402856374,0.03246044735406437,0.03326379301172097,0.05072605965463108,0.07711717982821416,0.9557281651322996,0.8416466563600634,0.52655694835037,0.3385085788976985,0.024795889404963807,0.08116672704177025,0.3133509855938553,0.20063812059716113
6,1,0.30615089042537247,0.35619351408825095,0.208955223880597,0.1566080977845684,0.5966641119861361,0.16334960716529873,0.1384364375348429,0.10462165230748681,0.0,R,0.0,0.5586714849095533,0.033949348379420506,0.07909223116670643,0.07744544226026932,0.26323906233595395,0.11184399224232369,0.07445317771075653,0.0738387366383693,0.14642824246689212,1.0,0.0,0.0,0.062025362361835604,0.1512410781035917,0.0,0.1964816396242528,0.2926426253821562,1.0,1.0,0.09322033898305086,0.12545752726645823,0.09945557795818646,0.2727272727272727,0.14000459031443654,0.09526932928082628,0.0931749629036328,0.06982193064667291,0.6451612903225806,0.5831265508684863,0.450191570881226,0.739115555718762,0.14132958946560306,0.050814068631045914,0.9999999983828236,0.023896860355678413,0.12545752726645823,0.0,0.0,0.0,0.2606284658040665,0.18802334432885054,0.0689160877715294,0.09210455402856374,0.03246044735406437,0.03326379301172097,0.05072605965463108,0.07711717982821416,0.9557281651322996,0.8552318653671683,0.5445192079998085,0.37423356786583306,0.024795889404963807,0.07604624927645445,0.3059853860996465,0.1920563479877591
7,1,0.20685106908402673,0.7231259968102074,0.5120551090700344,0.13903743315508021,0.7017420848166066,0.39857469189613176,0.156226166657311,0.08854951763641843,0.0,R,0.0,0.3573382411909833,0.02294741940845399,0.022407309734750722,0.05166151597339984,0.2944281925276716,0.3202341019489738,0.036008865258451504,0.0893611104581128,0.08124689443904555,0.0,0.8791208791208787,0.0,0.025743027519006312,0.09026737123980234,0.0,0.1607856532877882,0.24765548717778202,1.0,1.0,0.06497175141242938,0.11821038752106443,0.07154537715601117,0.24999999999999994,0.26623823731925633,0.07554184190449356,0.07340180825017034,0.05381130896594815,0.6451612903225806,0.5831265508684863,0.450191570881226,0.7699120372070438,0.30557749073643903,0.019717027427730724,0.999999998398729,0.016909644553116422,0.11821038752106443,0.0,0.0,0.0,0.2606284658040665,0.18802334432885054,0.0689160877715294,0.09533818377795744,0.03246044735406437,0.03326379301172097,0.05072605965463108,0.07711717982821416,0.9557281651322996,0.857030939533027,0.5468979301290631,0.3817964915576133,0.022702588615173866,0.07378532705568268,0.3051070493976072,0.19251002290452046
8,1,0.2066034730404268,0.525518341307815,0.5120551090700344,0.13903743315508021,0.5948616600790514,0.33713432437064106,0.13214387219235002,0.07489959199285987,0.2313376604491916,R,0.0,0.39402740913521994,0.02960265404875812,0.03000680271416947,0.06051441998903316,0.2588291200955883,0.2694355489246817,0.04337735847847663,0.09089500250263317,0.08611334238515753,0.0,0.8791208791208787,0.07101772146144864,0.03919565749226822,0.08776633444428188,0.06132819344664447,0.21140905209222893,0.3107665238558806,0.9800000000000004,0.9800000000000004,0.06497175141242938,0.14976067200573884,0.06687425093737781,0.24999999999999994,0.26623823731925633,0.07554184190449356,0.07340180825017034,0.05381130896594815,0.6451612903225806,0.5831265508684863,0.450191570881226,0.7699120372070438,0.30557749073643903,0.025829027146310288,0.9999999983853483,0.021498234173351716,0.14976067200573884,0.0,0.0,0.0,0.2606284658040665,0.18802334432885054,0.0689160877715294,0.09533818377795744,0.03246044735406437,0.03326379301172097,0.05072605965463108,0.07711717982821416,0.9557281651322996,0.8503503159011108,0.5380648605580395,0.36368791846109527,0.022702588615173866,0.07587657358940969,0.30795847895788914,0.19550668869541898
9,1,0.2759016255267847,0.44699627857522595,0.5120551090700344,0.13903743315508021,0.6297071129707114,0.35688277851787525,0.13988451742537472,0.0792870157916048,0.46152123858845007,R,0.0,0.5024379533013454,0.03350809982975606,0.03418820798512234,0.048995400802331265,0.20948627489221053,0.21566693492020145,0.05298843659155289,0.0903589609208346,0.0865688326068857,0.0,0.8791208791208787,0.12608689176041196,0.045673290126339486,0.08410627965864488,0.11558005688021458,0.19323654995730144,0.2886516198853693,1.0,1.0,0.06497175141242938,0.1959318318715864,0.060038454718207956,0.24999999999999994,0.26623823731925633,0.07554184190449356,0.07340180825017034,0.05381130896594815,0.6451612903225806,0.5831265508684863,0.450191570881226,0.7699120372070438,0.30557749073643903,0.028794512093607682,0.9999999983864843,0.023724574826930016,0.1959318318715864,0.0,0.0,0.0,0.2606284658040665,0.18802334432885054,0.0689160877715294,0.09533818377795744,0.03246044735406437,0.03326379301172097,0.05072605965463108,0.07711717982821416,0.9557281651322996,0.8441671297648805,0.5298894990467303,0.34692770500102543,0.022702588615173866,0.0778121064508937,0.3105975918157579,0.198280223531999
